City,Latitude,Longitude
Ancona,43.90533,13.741028
Verona,45.259718,11.16698
Arezzo,43.677805,11.666531
Ancona,43.762188,13.463241
Milano,45.727327,9.328549
Firenze,43.495896,10.96982
Bologna,44.631095,11.475252
Messina,38.433637,15.767704
Genoa,44.397573,8.938423
Vicenza,45.547682,11.410067
Genoa,44.154592,9.032882
Perugia,43.275842,12.441306
Reggio Calabria,38.020665,15.841538
Siena,43.236421,11.355032
Parma,44.82695,10.474246
Firenze,43.639537,10.961995
Ancona,43.691528,13.815804
Genoa,44.599862,8.842381
Ancona,43.39064,13.609057
Modena,44.673966,10.70264
Lecce,40.452333,18.467541
Potenza,40.764071,15.534766
Palermo,37.833049,13.50906
Campobasso,41.735029,14.674251
Pavia,45.003089,9.317543
Catanzaro,38.890714,16.862823
Treviso,45.419739,12.434426
Messina,38.30748,15.529519
Messina,38.387141,15.292586
Trieste,45.423376,13.777818
Siena,43.517764,11.156012
Trieste,45.729868,13.65984
Cremona,45.302157,9.841921
Terni,42.768539,12.825697
Messina,38.162438,15.386908
Pavia,44.974676,8.999026
Ravenna,44.474543,12.356864
Bolzano,46.37399,11.293276
Napoli,40.70063,14.263745
Vicenza,45.250237,11.545142
Cagliari,39.279002,9.270509
Bari,41.198092,16.76722
Genoa,44.637562,9.160335
Pordenone,46.176347,12.888966
Mantova,44.927471,10.914973
Messina,38.003746,15.793363
Verona,45.464099,11.079453
Lecce,40.497478,18.271885
Novara,45.709849,8.83796
Genoa,44.354851,9.129249
Messina,37.921403,15.256017
Genoa,44.535435,8.6658
Pavia,45.313004,9.266196
Ancona,43.335976,13.599198
Bolzano,46.720182,11.492334
Ancona,43.573827,13.716634
Torino,45.195023,7.899323
Torino,44.889956,7.848031
Bari,41.183941,16.980986
Reggio Calabria,38.099273,15.599961
Trento,45.952955,11.27649
Padova,45.266749,11.678902
Novara,45.202924,8.839616
Firenze,43.99543,11.222775
Parma,44.735574,10.030382
Cremona,44.964179,10.211055
Torino,45.01207,7.595044
Imperia,43.626511,7.75769
Messina,38.187759,15.712113
Brindisi,40.909192,17.933044
Lecce,40.437006,18.375275
Torino,45.066742,7.865338
Trento,46.366987,11.349363
Torino,44.994214,7.665748
Varese,45.813342,8.890722
Palermo,38.090531,13.240012
Vicenza,45.723566,11.525286
Potenza,40.755937,16.005713
Brindisi,40.37617,17.724657
Lucca,43.962335,10.677662
Potenza,40.450663,15.54417
Modena,44.752983,10.657827
Bari,41.330165,17.156492
Ancona,43.656974,13.236957
Ravenna,44.574045,12.389914
Trieste,45.747926,14.064792
Firenze,43.709891,11.121682
Pordenone,45.710916,12.57556
Treviso,45.636206,12.086157
Udine,45.892522,13.199213
La Spezia,44.398726,9.863636
Treviso,45.520495,12.072937
Potenza,40.384368,15.889889
Genoa,44.485733,9.244809
Firenze,43.46962,11.544751
Genoa,44.448359,9.100695
Milano,45.622112,8.966576
Parma,44.842785,10.362603
Lucca,43.944122,10.390371
Arezzo,43.320891,11.706123
Varese,45.909177,8.538853
Arezzo,43.299836,11.868847
Pordenone,46.042778,12.440353
Verona,45.498735,11.164208
Milano,45.444509,9.140627
Perugia,43.173985,12.283513
Savona,44.203093,8.482921
Verona,45.30422,11.173692
Varese,45.789467,8.560288
Verona,45.716647,11.200397
Trento,45.795917,11.034202
Pisa,43.550049,10.218406
Lecce,40.30512,17.998331
Brindisi,40.499569,17.979771
Novara,45.596746,8.429786
Pavia,44.941231,9.388921
Udine,45.896152,13.265754
Siena,43.549831,11.43855
Novara,45.313005,8.766137
Torino,45.30293,7.923423
Reggio Calabria,37.860963,15.423705
Genoa,44.224887,8.780154
Campobasso,41.301941,14.61473
Bari,41.132712,16.989349
Venezia,45.586217,12.542845
Bari,40.959561,17.156521
Mantova,45.06603,10.654286
Genoa,44.266641,9.0732
Arezzo,43.654371,11.721695
Bolzano,46.79104,11.642699
Cremona,44.844624,9.773566
Imperia,43.613101,7.803156
Verona,45.57349,11.146258
Siena,43.430206,11.499398
Genoa,44.460039,8.904947
Bari,40.910374,16.701453
Messina,38.374562,15.792873
Napoli,41.045644,14.314488
Trento,46.200013,10.823242
Novara,45.332345,8.605494
La Spezia,44.059683,9.71524
Taranto,40.530329,17.287086
Lecce,40.402784,17.932803
Firenze,43.948457,11.177195
Pisa,43.637524,10.477377
Catania,37.716539,14.880804
Udine,46.323385,13.406105
Brindisi,40.633621,18.236378
Siena,43.200687,11.353633
Catanzaro,38.637694,16.294902
Lecce,40.091719,18.436661
Varese,45.813356,8.790316
Perugia,43.398397,12.150313
Pavia,45.083102,9.266101
Verona,45.646664,11.203551
Cagliari,39.511662,9.304609
Ravenna,44.696956,12.166696
Imperia,43.977245,7.806233
Mantova,45.243164,10.739036
Genoa,44.661535,9.067441
Brindisi,40.685698,17.831819
Siena,43.021025,11.13655
Brindisi,40.786935,18.182264
Napoli,40.568577,14.106871
Campobasso,41.589798,14.749813
Parma,44.568302,10.454855
Catanzaro,38.622122,16.574571
Foggia,41.574021,15.627486
Trento,45.885783,10.860458
Milano,45.654404,8.99377
Trento,46.052341,11.082089
Taranto,40.703318,17.182262
Milano,45.166497,9.116958
Pisa,43.523604,10.446849
Verona,45.303454,10.744224
Bolzano,46.481554,11.338057
Taranto,40.242384,17.238302
Savona,44.424585,8.764527
Mantova,44.946169,11.006478
La Spezia,44.086896,10.033043
Torino,45.116408,7.688698
Bari,41.34911,17.086988
Brindisi,40.435915,18.101193
Lucca,43.929579,10.585602
Cremona,45.195069,9.736125
La Spezia,44.189728,9.735766
Imperia,43.78293,8.119847
Catanzaro,38.925261,16.835119
Torino,44.844022,7.418064
Bolzano,46.337079,11.308004
Lucca,43.786462,10.243413
Udine,45.936266,13.187518
Milano,45.241434,9.202604
Trapani,38.053167,12.263614
Padova,45.13782,11.642581
Imperia,43.87484,8.261632
Siena,43.551339,11.553414
Messina,38.42608,15.290948
Ravenna,44.657664,12.07448
Varese,45.699723,8.883382
La Spezia,44.337243,9.868983
Varese,45.906282,8.878423
Parma,44.682246,10.624236
Messina,38.291645,15.815015
Genoa,44.363563,8.99295
Firenze,43.685738,11.080699
Trento,46.094042,11.222682
Mantova,44.946653,10.772594
Bolzano,46.680107,11.177588
Lucca,43.985223,10.652021
Palermo,38.201365,13.065028
Cremona,44.930343,9.915047
Cagliari,39.195738,8.853396
Treviso,45.45765,12.511945
Firenze,43.661421,11.132039
Novara,45.53019,8.511579
Trapani,38.186538,12.435317
Savona,44.164756,8.418027
Cagliari,39.138423,8.836697
Trieste,45.416849,14.013322
Varese,45.563893,8.742005
Reggio Calabria,38.323301,15.818711
Foggia,41.437878,15.506454
Verona,45.510418,11.211147
Ancona,43.519995,13.337145
Ravenna,44.397817,12.482315
Trieste,45.805602,13.631122
Messina,38.231485,15.474469
Torino,45.301474,7.459967
Padova,45.329337,11.660848
Palermo,37.836423,13.500456
Ravenna,44.561525,12.476128
Catanzaro,38.973108,16.297116
Trento,46.113102,11.302471
Potenza,40.728947,15.827784
Torino,45.17578,7.464717
Mantova,44.954395,11.01018
Cremona,45.000434,9.750064
Treviso,45.832332,12.307467
Trieste,45.456794,13.489768
Torino,45.298174,7.86999
La Spezia,43.995122,10.122256
Reggio Calabria,38.035178,15.866488
Pavia,45.335824,9.256037
Mantova,44.967202,11.038988
Cremona,44.911844,9.837059
Pordenone,45.83644,12.627965
Messina,38.166097,15.27402
Bari,41.004882,16.60643
Varese,45.64274,9.01845
Foggia,41.407911,15.407403
Lucca,43.941216,10.547596
Ravenna,44.394405,12.254722
Lecce,40.178466,18.14085
Venezia,45.295145,12.252768
Mantova,45.37062,10.827286
Arezzo,43.694789,12.092069
Modena,44.421545,11.090419
Torino,44.913072,7.586174
Imperia,43.714198,7.787338
Catanzaro,38.705163,16.730949
Torino,44.948665,7.953762
Savona,44.307941,8.40273
Padova,45.648596,12.145231
Varese,45.676576,8.844787
Arezzo,43.300915,11.853537
Padova,45.612816,11.956314
Imperia,43.820171,8.152747
Arezzo,43.740692,11.823326
Varese,45.654216,9.08535
Torino,45.201157,7.668754
Verona,45.325826,10.941517
Foggia,41.217658,15.349076
Firenze,43.840623,11.412603
Cagliari,39.300993,9.068672
Savona,44.064783,8.710811
Potenza,40.587883,15.945079
La Spezia,44.096706,9.660212
Verona,45.666407,10.842449
Bologna,44.595446,11.46115
Napoli,41.038907,14.556572
Brindisi,40.625723,17.778855
Varese,45.828704,8.767084
Palermo,38.16073,13.215661
Trapani,37.822935,12.339793
Foggia,41.184251,15.74414
Foggia,41.407538,15.568969
Torino,45.126373,7.698404
Potenza,40.488429,15.991185
Napoli,40.916479,14.556029
Potenza,40.468836,15.729088
Terni,42.667516,12.428248
Torino,45.134917,7.849123
Potenza,40.920987,15.921906
Siena,43.065829,11.437281
Savona,44.164977,8.332534
Savona,44.12982,8.369933
Pavia,45.277697,9.160242
Messina,38.473347,15.290176
Pordenone,45.864246,12.699668
Cremona,45.325024,10.29584
Novara,45.589024,8.675648
Trento,45.927504,10.936544
Catanzaro,39.119436,16.829255
Campobasso,41.400796,14.479196
Bologna,44.33174,11.287793
Napoli,40.987005,14.510112
Taranto,40.72255,17.440029
Taranto,40.680332,17.540567
Campobasso,41.728359,14.803719
Mantova,45.236493,11.061055
Trieste,45.520645,13.70928
Arezzo,43.471075,11.802827
Novara,45.591604,8.512809
La Spezia,44.233723,10.001923
Pisa,43.655846,10.685734
Ancona,43.732013,13.536221
Modena,44.68533,10.775449
Pordenone,45.938713,12.695949
Pordenone,45.766703,12.783918
Lucca,44.024481,10.605737
Messina,37.911089,15.825175
Catanzaro,38.750108,16.690088
Terni,42.70979,12.573995
Napoli,41.035553,14.312746
Savona,44.122405,8.512978
Ancona,43.740484,13.369126
Bologna,44.5518,11.40527
Pisa,43.590923,10.260773
Bolzano,46.555173,11.585569
Padova,45.224312,12.099197
Torino,45.002746,7.519503
Novara,45.54293,8.81054
Treviso,45.731084,11.9933
Savona,44.455826,8.42474
Arezzo,43.588317,11.736459
Siena,43.564282,11.031335
Pavia,45.29091,9.387445
La Spezia,44.380237,10.109678
Lecce,40.359689,18.355228
Imperia,43.705801,7.888259
Mantova,45.010374,10.722831
Vicenza,45.792652,11.587265
Catanzaro,38.799459,16.787201
Cagliari,39.266267,9.375542
Treviso,45.522774,12.298163
La Spezia,43.912379,9.698352
Pisa,43.529669,10.619163
Perugia,43.071469,12.24559
Vicenza,45.329853,11.775207
Palermo,38.40536,13.373993
Trapani,38.219418,12.309146
Torino,44.843483,7.443945
Parma,44.952469,10.565457
Reggio Calabria,38.395309,15.841817
Torino,45.120265,7.79599
Vicenza,45.524672,11.427435
Pordenone,45.923924,12.533583
Ravenna,44.585353,12.447885
Firenze,43.775866,11.169288
La Spezia,44.358525,9.559323
Verona,45.672301,10.833202
Trento,46.006586,11.240267
Lucca,43.570532,10.655971
Cremona,44.869146,9.877717
Vicenza,45.456132,11.642924
Pisa,43.532959,10.227892
Pisa,43.523666,10.194947
Parma,44.943525,10.520465
Cagliari,39.26512,9.241779
Imperia,43.616805,7.956351
Imperia,44.089259,7.830252
Ravenna,44.681136,12.120074
Pisa,43.798571,10.649917
Genoa,44.540963,9.177399
Catanzaro,38.84653,16.773693
Venezia,45.435497,12.24116
Pavia,45.461644,9.241816
Verona,45.230442,11.233708
Cremona,44.845456,10.24424
Cagliari,39.042829,9.111346
La Spezia,43.878179,9.92466
Treviso,45.513251,12.211866
Bologna,44.554295,11.179942
Foggia,41.420292,15.410054
Foggia,41.6934,15.557724
Campobasso,41.605516,14.746549
Trieste,45.675035,13.561812
Campobasso,41.799243,14.597928
Ancona,43.506271,13.629728
Taranto,40.467767,17.084653
Lucca,43.562116,10.646643
Modena,44.807079,10.675493
Taranto,40.394976,16.981972
Terni,42.277327,12.638828
Perugia,43.193598,12.104946
Parma,44.563315,10.381787
Trento,46.22747,11.275425
Reggio Calabria,38.319791,15.404172
Modena,44.43637,11.029906
Potenza,40.436532,16.098243
Bari,41.074292,17.008864
Ancona,43.7198,13.344566
Mantova,44.920048,10.577564
Foggia,41.194784,15.459377
Varese,46.01211,8.634394
Messina,38.110956,15.814545
Varese,45.987823,8.897228
Treviso,45.621351,12.461084
Cagliari,39.31312,9.131312
Perugia,42.951684,12.363812
Napoli,40.799465,14.189749
Cagliari,39.140636,8.978772
Udine,45.795912,13.197271
Catanzaro,38.951681,16.708933
Torino,44.809271,7.676298
Arezzo,43.522753,12.013723
Ancona,43.586465,13.744652
Pavia,45.289523,9.390449
Napoli,41.091083,14.189106
Udine,46.218964,13.003834
Modena,44.815878,10.646884
Cremona,45.056061,9.900085
Varese,45.572539,9.04041
Padova,45.665751,11.710855
Potenza,40.812673,15.640297
Lucca,43.897675,10.343418
Varese,46.114551,8.88916
Trapani,38.314076,12.803006
Pisa,43.674103,10.324952
Firenze,43.864579,11.291977
Torino,44.888598,7.895547
Mantova,45.135534,11.00084
Trento,46.35531,11.083866
Bologna,44.568755,11.400579
Pordenone,46.210591,12.955967
Messina,38.402491,15.321088
Arezzo,43.179993,12.091529
Potenza,40.710199,16.061584
Udine,46.17017,13.458067
Verona,45.26686,11.246175
Napoli,41.1058,14.456568
Pordenone,45.963799,12.831338
Pisa,43.433589,10.342961
Foggia,41.532745,15.586768
Venezia,45.481158,12.054181
Venezia,45.565056,12.556367
Lucca,43.78441,10.216467
Ravenna,44.680348,12.036099
Bari,40.897113,16.699489
Taranto,40.238064,17.439561
Catania,37.493211,15.189548
Milano,45.178603,8.922633
Ancona,43.688533,13.582665
Novara,45.295176,8.501085
Modena,44.872298,10.989014
Lucca,44.133014,10.394157
Milano,45.689774,9.232149
Reggio Calabria,38.372807,15.750482
Genoa,44.281946,9.043302
Savona,44.05221,8.659577
Taranto,40.259611,17.537485
Torino,44.994218,7.545691
Bari,41.264508,17.169005
Padova,45.497098,11.9446
Messina,38.426149,15.761543
Trieste,45.636212,13.871928
Firenze,43.895433,11.078859
Cremona,45.210896,9.961976
Potenza,40.502824,15.59422
Torino,45.207951,7.652384
Cagliari,39.394071,8.97273
Siena,43.097538,11.071061
Brindisi,40.344774,18.000351
Reggio Calabria,38.043094,15.922328
Campobasso,41.337536,14.949718
Padova,45.408287,11.825879
Genoa,44.357964,8.682752
Ravenna,44.134722,12.214132
Cagliari,39.185988,9.354787
Campobasso,41.47069,14.423761
Pisa,43.47541,10.663371
Reggio Calabria,38.150276,15.374795
Torino,45.071758,7.528046
Varese,45.730199,9.083097
Verona,45.162637,11.082876
Bolzano,46.623668,11.276024
Lecce,40.382039,18.135387
Cremona,45.22423,9.81103
Treviso,45.67616,12.325257
Cremona,45.214126,9.819325
Torino,45.233334,7.81574
Mantova,45.284559,10.73674
Varese,45.570011,8.599774
Terni,42.598122,12.418706
Padova,45.373658,11.739442
Varese,45.558702,8.910201
Savona,44.245326,8.504011
Trento,46.023455,10.829814
Napoli,40.930118,14.464039
Pavia,45.016597,9.25667
Pordenone,45.67937,12.421323
Potenza,40.803728,15.855721
Bolzano,46.470836,11.419018
Varese,46.119207,8.748324
Ravenna,44.521716,12.151672
Pisa,43.873313,10.28616
Parma,44.722273,10.520122
Milano,45.591202,9.133089
Reggio Calabria,38.0884,15.622211
Pisa,43.601488,10.484145
Foggia,41.197751,15.709867
Varese,45.917175,9.073454
Pavia,45.312827,9.393161
Bologna,44.394882,11.211587
Bolzano,46.444656,11.120058
Mantova,45.220462,11.038098
Potenza,40.567717,15.995192
Lucca,44.098223,10.617252
Ravenna,44.609819,12.285579
Pisa,43.618621,10.346747
Novara,45.323149,8.411621
Vicenza,45.714433,11.273152
Lucca,43.74624,10.255213
Pordenone,46.189437,12.791754
Pisa,43.442322,10.428462
Udine,46.192798,13.086284
Potenza,40.359781,15.930124
Modena,44.727325,10.94283
Savona,44.180412,8.778465
Pavia,44.973052,9.353044
La Spezia,43.840153,9.90211
Taranto,40.389123,17.304366
Treviso,45.787894,12.373877
Cremona,45.391636,10.02675
Varese,45.846106,8.963175
Palermo,37.909279,13.457461
Terni,42.694235,12.814865
Foggia,41.526401,15.347497
Potenza,40.402926,15.656004
Torino,45.31575,7.412801
Milano,45.677464,9.487139
Ancona,43.747923,13.307242
Trieste,45.596803,13.55895
Genoa,44.609615,8.904152
La Spezia,44.065738,9.690523
Udine,46.226652,13.267701
Udine,46.302627,13.004671
Bari,41.029708,16.642481
Bologna,44.404065,11.638302
Napoli,40.641801,14.474364
Arezzo,43.340406,11.717856
Savona,44.063398,8.183429
Bolzano,46.498812,11.209809
Venezia,45.460671,12.151234
Trapani,37.831929,12.447666
Campobasso,41.673747,14.746649
Lucca,43.680082,10.612011
Trieste,45.528148,13.504196
Lucca,43.99452,10.70365
Trieste,45.784796,13.572925
Genoa,44.671026,8.723205
Padova,45.172148,11.647221
Udine,45.894045,13.296857
Trapani,37.900161,12.305078
Padova,45.536128,11.776216
Udine,46.334511,13.339893
Modena,44.6748,10.820196
Bologna,44.587631,11.045991
Milano,45.484889,9.354174
Napoli,40.808914,14.078147
Mantova,45.320866,10.942687
Campobasso,41.716528,14.572532
Lucca,44.086934,10.526797
Venezia,45.251214,12.494191
Arezzo,43.305498,11.944214
Catanzaro,38.613967,16.415709
Padova,45.391242,11.96611
Firenze,43.742562,11.460599
Potenza,40.935316,15.8219
Terni,42.679582,12.724929
Verona,45.706569,10.789242
Perugia,42.897935,12.120035
Campobasso,41.853657,14.422527
Lucca,43.828544,10.484424
Torino,45.048753,7.673579
Milano,45.209589,8.947198
Udine,45.8934,13.180233
Catanzaro,38.956857,16.556197
Foggia,41.385282,15.368142
Ravenna,44.277639,12.311705
Terni,42.69806,12.728545
Campobasso,41.268257,14.432945
Pavia,45.218117,9.01754
Bari,40.883091,17.031789
Modena,44.467076,11.034415
Lecce,40.448339,18.436746
Trento,46.26916,11.260048
Pordenone,45.724195,12.93976
Torino,44.779858,7.580142
Torino,45.164478,7.473894
Perugia,43.08651,12.434173
Firenze,44.036458,10.978637
Campobasso,41.564897,14.617563
Venezia,45.369896,12.113763
Arezzo,43.224786,11.757616
Verona,45.225744,10.716226
Palermo,38.030918,13.379978
Catanzaro,38.841866,16.482674
Napoli,40.915985,14.318392
Terni,42.759358,12.704741
Savona,44.30565,8.47909
Catanzaro,39.129717,16.32105
Catanzaro,39.094529,16.325985
Catanzaro,39.064297,16.298375
Trieste,45.938529,13.575669
Treviso,45.671314,12.165026
Catania,37.391025,14.957863
Parma,45.051289,10.440793
Pordenone,45.803129,12.479804
Pavia,45.122696,8.941042
Ravenna,44.182457,11.975282
Lecce,40.650925,18.440867
Vicenza,45.716821,11.725079
Milano,45.419877,9.262961
Torino,44.924267,7.814783
Pordenone,46.147175,12.680094
Bolzano,46.730814,11.463032
Trapani,37.928736,12.712831
Torino,44.822635,7.781775
Catania,37.330481,14.936599
Verona,45.16974,10.722558
Perugia,43.141706,12.410839
Parma,44.626066,10.432869
Bolzano,46.669739,11.363474
Bologna,44.367762,11.640475
Padova,45.275729,12.00735
Potenza,40.345237,15.997179
Verona,45.259511,10.866679
Cremona,45.400927,9.802364
Foggia,41.215122,15.629661
Ancona,43.402337,13.633055
Parma,44.586828,10.075003
Trapani,37.769146,12.619563
Palermo,38.110511,13.079916
Varese,46.075953,8.884391
Ancona,43.631144,13.800235
Udine,46.273471,13.526113
Torino,45.361252,7.74685
Trento,46.160073,11.393921
Reggio Calabria,37.879366,15.678261
Ancona,43.562633,13.533191
Catanzaro,38.872106,16.803818
Cagliari,39.169628,8.89941
Perugia,43.197183,12.263705
Terni,42.370034,12.613895
Reggio Calabria,38.326831,15.374176
Reggio Calabria,38.006411,15.644582
Torino,44.984049,7.725256
Lecce,40.377914,17.894037
Treviso,45.670864,12.214582
Catanzaro,39.040797,16.698788
Messina,38.448772,15.416036
Mantova,45.008379,10.604372
Palermo,38.178716,13.605243
Treviso,45.470681,12.430118
Taranto,40.399986,17.468104
Varese,45.681633,8.578213
Catania,37.776566,15.229124
Pordenone,46.15026,12.732557
Bari,41.21602,16.930404
La Spezia,44.227171,10.026572
Firenze,43.850189,11.388472
Pisa,43.487786,10.182876
Campobasso,41.301402,14.798943
Modena,44.364337,11.206637
Milano,45.678528,9.316384
Udine,46.262755,13.342934
Vicenza,45.829022,11.60761
Trieste,45.481543,13.944477
Cremona,45.285675,9.961886
Ravenna,44.57793,12.081484
Pisa,43.748419,10.285957
Bologna,44.529342,11.344546
Treviso,45.481385,12.514375
Trapani,38.256212,12.692207
Bologna,44.220485,11.41891
Trapani,38.147598,12.421652
Terni,42.756539,12.583809
Campobasso,41.581922,14.745033
Trieste,45.782521,13.762348
La Spezia,43.896656,9.620165
Pavia,45.023655,9.261228
Venezia,45.731368,12.561032
Cagliari,39.415423,9.173017
Vicenza,45.418032,11.39841
Cremona,45.426804,10.105226
Palermo,38.256819,13.377437
Reggio Calabria,38.062351,15.501617
Genoa,44.517934,8.99427
Novara,45.198037,8.41436
Lucca,44.106023,10.472862
Verona,45.236086,10.731614
La Spezia,44.142905,9.883065
Reggio Calabria,38.189297,15.365371
Potenza,40.565284,15.634342
Messina,38.077385,15.852444
Napoli,41.085158,14.546542
Torino,44.888142,7.838118
Cremona,45.021639,9.995811
Ancona,43.637824,13.753197
Perugia,43.069768,12.681875
Trieste,45.747475,13.900832
Pordenone,45.725339,12.610406
Perugia,43.147011,12.467202
Pordenone,46.044358,12.713004
Campobasso,41.416068,14.642863
Trapani,38.217431,12.602128
Varese,45.888119,8.778706
Napoli,40.842515,14.178938
Genoa,44.243761,9.203039
Bari,41.090422,16.643955
Siena,43.538961,11.042854
Verona,45.273954,11.220392
Perugia,42.893472,12.170138
Messina,38.242395,15.261819
Imperia,44.002225,8.302491
Ancona,43.503304,13.516789
Lucca,43.562215,10.213206
Messina,38.231735,15.529818
Perugia,43.031448,12.608136
Lecce,40.269486,18.204807
Trapani,38.198824,12.570305
Napoli,40.836878,14.134172
Treviso,45.831395,12.220083
Bari,41.268283,16.734664
Firenze,43.547875,11.161586
Terni,42.688686,12.625593
Pisa,43.998112,10.583914
Varese,45.954112,9.019089
Treviso,45.764628,12.227434
Campobasso,41.764489,14.523991
Bari,41.077672,16.748293
Savona,44.289684,8.316372
Cagliari,39.331956,9.002135
Pisa,43.794368,10.443641
Campobasso,41.281094,14.521051
Perugia,42.937923,12.27308
Ancona,43.627855,13.755115
Modena,44.714783,10.911691
Imperia,43.597796,7.900118
Udine,46.140537,13.071103
Torino,45.27133,7.867144
Terni,42.305765,12.782839
Taranto,40.244482,17.371136
Cremona,45.368341,10.130521
Pavia,45.449854,8.950854
Verona,45.517878,11.052805
Trieste,45.362144,14.070033
Bologna,44.545155,11.281166
Padova,45.539052,11.970497
Brindisi,40.559358,17.65839
Foggia,41.637676,15.744455
Parma,44.738066,10.365339
Potenza,40.540105,15.687679
Vicenza,45.836739,11.356571
Perugia,43.204996,12.628805
Palermo,38.373436,13.068024
Torino,44.960141,7.81302
Mantova,45.11405,10.78294
Terni,42.469221,12.660386
Pisa,43.600414,10.255181
Venezia,45.707133,12.098927
Savona,44.252967,8.214612
Ravenna,44.445503,12.378035
Trento,45.822382,10.928491
Campobasso,41.479392,14.662672
Venezia,45.726199,12.419708
Trento,46.287691,11.407427
Messina,38.221763,15.464412
Lecce,40.636552,17.9085
Padova,45.345556,11.780474
Udine,46.251621,13.219008
Bolzano,46.660002,11.086216
Pordenone,45.92615,12.471165
Reggio Calabria,38.093356,15.666147
Palermo,37.851906,13.583194
Cremona,45.392241,9.801622
Messina,38.390918,15.762066
Lucca,43.774955,10.561553
Genoa,44.320364,9.001625
Napoli,40.796383,14.168016
Arezzo,43.494519,11.681011
Genoa,44.52541,8.767375
Pavia,45.021524,9.106284
Modena,44.715045,10.937863
Taranto,40.670426,17.158749
Venezia,45.401031,12.271873
Padova,45.662089,11.7087
Arezzo,43.756885,11.887671
Lecce,40.174816,17.924405
Trapani,38.295378,12.629732
Pisa,43.65461,10.365902
Arezzo,43.743577,11.773559
Lecce,40.6144,18.076505
Verona,45.209403,10.868977
Bologna,44.337566,11.246276
Venezia,45.552123,12.606686
Pavia,45.434512,9.281457
Trento,46.232171,10.997576
Milano,45.529814,9.414327
Torino,44.814775,7.808988
Cremona,44.923095,9.770182
Genoa,44.314159,8.863323
La Spezia,44.197201,9.992847
Novara,45.699214,8.476763
Lucca,43.714986,10.356152
Trieste,45.580472,13.725341
Mantova,45.409588,10.611782
Parma,44.717457,10.146392
Bari,41.235331,16.811623
Novara,45.567462,8.758404
Foggia,41.625639,15.664514
Campobasso,41.849781,14.75622
Venezia,45.40856,12.540111
Pisa,43.456333,10.427308
Foggia,41.663893,15.302824
Brindisi,40.410779,17.816954
Bari,41.34527,17.147644
Messina,38.025927,15.688372
Pisa,44.001693,10.433198
Savona,44.408689,8.27369
Ravenna,44.169852,12.109256
La Spezia,44.256943,9.891846
Reggio Calabria,38.279263,15.563697
Terni,42.416046,12.564943
Milano,45.67144,9.101563
Mantova,44.924673,10.667731
Torino,44.828511,7.974154
Bolzano,46.741545,11.372111
Udine,46.06002,13.486802
Modena,44.722115,10.990128
Messina,38.022691,15.342216
Foggia,41.701156,15.712992
Potenza,40.484592,15.94694
Trento,45.898812,11.24153
Udine,45.860415,13.520732
Udine,45.881269,13.036319
Mantova,45.371705,10.799788
Bologna,44.516539,11.358747
Bologna,44.375243,11.064795
Lecce,40.162825,18.054261
Reggio Calabria,38.331355,15.407592
Arezzo,43.352201,11.923332
Torino,44.975352,7.66084
Siena,43.505413,11.611262
Siena,43.594023,11.081216
Verona,45.396805,11.029431
Ancona,43.740524,13.280796
Cremona,45.123491,9.731974
Potenza,40.676667,15.709884
Catania,37.305595,15.007707
Catania,37.541513,15.035989
Perugia,42.881433,12.177772
Modena,44.520872,10.96876
Padova,45.417573,12.143508
Lucca,43.871034,10.401362
Terni,42.706378,12.938181
Napoli,41.113786,14.322324
Savona,44.489518,8.331272
Potenza,40.865242,15.758979
Pordenone,46.068299,12.910986
Bolzano,46.586853,11.072527
Arezzo,43.734511,12.095785
Varese,45.663927,8.670313
Venezia,45.401781,12.308108
Parma,44.909043,10.231483
Pisa,43.748742,10.440419
Bolzano,46.766283,11.584815
Venezia,45.290348,12.352376
Reggio Calabria,38.314947,15.815863
Siena,43.407244,11.42125
Foggia,41.624901,15.355644
Catanzaro,38.918091,16.601026
Terni,42.529012,12.600395
Venezia,45.609277,12.080199
Catania,37.788061,15.3633
Palermo,38.021987,13.316531
Taranto,40.506209,17.276686
Napoli,40.954189,14.498849
Reggio Calabria,38.240533,15.721295
Terni,42.290112,12.773763
Treviso,45.73145,12.065949
Verona,45.260394,10.746572
Siena,43.596637,11.346106
Mantova,45.410301,10.669995
Imperia,44.054224,7.746814
Venezia,45.238716,12.0717
Cagliari,39.000629,9.085427
Venezia,45.700438,12.530007
Padova,45.127631,12.144725
Lucca,43.982893,10.263747
Bolzano,46.793854,11.517958
Trapani,37.794019,12.813417
Trieste,45.62119,13.705863
Messina,38.080822,15.561794
Pisa,43.644431,10.426949
Lecce,40.54061,18.044415
Bari,40.897445,16.71095
Catanzaro,38.64049,16.821011
Potenza,40.672773,15.904144
Modena,44.432981,10.67499
Reggio Calabria,38.152123,15.693218
Catania,37.642464,15.040863
Siena,43.598095,11.59368
Ancona,43.437294,13.353417
Cagliari,39.11589,9.287327
Cagliari,39.294242,9.123481
Lucca,43.982392,10.345828
Parma,44.557538,10.234065
Verona,45.1635,10.912346
Pisa,43.93181,10.166081
Taranto,40.448718,17.2441
Arezzo,43.704584,11.815351
Mantova,45.242851,11.085997
Parma,44.752664,10.271848
Firenze,43.530971,11.008412
Foggia,41.231778,15.368119
Bolzano,46.208006,11.40944
Imperia,43.950591,8.254339
Catania,37.337892,15.175751
Ancona,43.459443,13.431795
Cremona,44.864579,9.803045
Napoli,40.809254,14.257592
