ID,sports,tvsports,exercise,dining,art,hiking,gaming,clubbing,reading,tv,theater,movies,music,shopping,yoga,sports_partner,tvsports_partner,exercise_partner,dining_partner,art_partner,hiking_partner,gaming_partner,clubbing_partner,reading_partner,tv_partner,theater_partner,movies_partner,music_partner,shopping_partner,yoga_partner,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,attractive,sincere,intelligence,funny,ambition,age,age_o,age_flag,age_radius,longitude,latitude,distance_km,interest_flag,gender,gender_text,gender_partner,gender_partner_him,gender_partner_her,gender_partner_them,gender_partner_text
5164,7.0,7.0,7.0,7.0,8.0,5.0,3.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,5.0,3.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,9.0,2.0,2.0,3.0,2.0,2.0,7.0,6.0,7.0,7.0,6.0,26,27,0,0,15.702688,40.548148,40,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5165,2.0,2.0,2.0,4.0,4.0,7.0,2.0,4.0,5.0,2.0,5.0,5.0,6.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,7.0,2.0,4.0,5.0,2.0,5.0,5.0,7.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,6.0,5.0,5.0,6.0,7.0,23,26,0,0,10.574262,45.086964,0,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5166,1.0,3.0,2.0,7.0,2.0,1.0,2.0,8.0,2.0,7.0,4.0,9.0,3.0,8.0,1.0,6.0,6.0,8.0,3.0,3.0,4.0,3.0,6.0,2.0,4.0,7.0,2.0,3.0,6.0,4.0,2.0,1.0,2.0,3.0,3.0,8.0,7.0,9.0,9.0,8.0,28,29,0,0,8.873773843089127,44.497956853784416,70,0,3,"they,them","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
5167,7.0,3.0,2.0,7.0,6.0,6.0,4.0,7.0,5.0,5.0,6.0,5.0,6.0,7.0,3.0,8.0,2.0,1.0,7.0,6.0,6.0,4.0,8.0,5.0,5.0,6.0,5.0,6.0,7.0,3.0,2.0,2.0,3.0,2.0,2.0,6.0,6.0,8.0,6.0,7.0,30,24,1,96,7.909679,45.203153,10,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5168,9.0,7.0,6.0,6.0,6.0,3.0,3.0,5.0,6.0,8.0,6.0,6.0,7.0,6.0,8.0,9.0,6.0,6.0,6.0,7.0,3.0,3.0,5.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,2.0,2.0,3.0,3.0,2.0,7.0,7.0,7.0,4.0,5.0,25,29,0,0,16.96072,41.195836,10,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5169,9.0,5.0,8.0,7.0,8.0,3.0,2.0,8.0,7.0,5.0,5.0,4.0,6.0,9.0,7.0,9.0,5.0,8.0,7.0,9.0,3.0,2.0,9.0,6.0,5.0,5.0,4.0,6.0,9.0,7.0,2.0,2.0,2.0,2.0,2.0,8.0,5.0,8.0,8.0,8.0,26,26,1,74,10.957713,44.431613,70,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5170,4.0,4.0,3.0,7.0,6.0,6.0,4.0,8.0,7.0,3.0,7.0,7.0,8.0,8.0,3.0,8.0,2.0,2.0,6.0,3.0,7.0,7.0,8.0,1.0,6.0,7.0,3.0,5.0,8.0,3.0,1.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,7.0,8.0,28,25,1,67,11.014199,45.347961,0,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5171,7.0,4.0,4.0,7.0,5.0,4.0,3.0,7.0,4.0,3.0,6.0,7.0,6.0,3.0,2.0,7.0,4.0,3.0,6.0,5.0,4.0,3.0,8.0,4.0,3.0,6.0,7.0,6.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,7.0,6.0,5.0,7.0,29,27,1,82,11.071061,43.097538,60,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5172,8.0,7.0,5.0,7.0,4.0,2.0,3.0,7.0,4.0,6.0,5.0,5.0,4.0,7.0,4.0,8.0,7.0,4.0,6.0,4.0,2.0,3.0,8.0,4.0,6.0,5.0,5.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,7.0,8.0,8.0,6.0,8.0,27,27,0,0,10.870948,45.881728,20,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5173,7.0,2.0,4.0,8.0,7.0,8.0,4.0,7.0,7.0,2.0,4.0,7.0,6.0,2.0,7.0,8.0,2.0,3.0,8.0,8.0,8.0,4.0,8.0,7.0,2.0,4.0,7.0,6.0,2.0,7.0,2.0,3.0,3.0,2.0,1.0,6.0,8.0,5.0,6.0,3.0,26,25,0,0,13.461469,38.138472,30,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5174,9.0,5.0,7.0,8.0,7.0,8.0,6.0,8.0,7.0,5.0,5.0,7.0,7.0,6.0,4.0,9.0,5.0,7.0,8.0,8.0,8.0,6.0,9.0,6.0,5.0,5.0,7.0,8.0,6.0,4.0,2.0,2.0,3.0,3.0,1.0,5.0,8.0,6.0,6.0,7.0,23,25,1,59,13.23645,46.064954,30,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5175,5.0,6.0,3.0,6.0,4.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,2.0,5.0,6.0,3.0,6.0,4.0,4.0,3.0,8.0,6.0,7.0,7.0,7.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,8.0,6.0,7.0,8.0,27,27,0,0,12.590299,38.278895,50,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5176,7.0,5.0,6.0,7.0,8.0,3.0,3.0,7.0,5.0,7.0,8.0,8.0,6.0,6.0,4.0,4.0,7.0,3.0,7.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,6.0,3.0,8.0,2.0,2.0,3.0,3.0,3.0,7.0,7.0,8.0,6.0,8.0,23,31,1,94,8.73023,45.698326,30,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5177,3.0,2.0,7.0,7.0,7.0,5.0,3.0,2.0,7.0,8.0,6.0,7.0,6.0,4.0,5.0,6.0,5.0,5.0,2.0,4.0,4.0,3.0,5.0,2.0,6.0,2.0,6.0,8.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,6.0,7.0,5.0,7.0,7.0,28,24,0,0,11.190669,44.527828,40,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
5178,8.0,7.0,6.0,7.0,8.0,8.0,4.0,8.0,7.0,6.0,6.0,7.0,8.0,8.0,7.0,2.0,6.0,4.0,3.0,8.0,3.0,3.0,3.0,6.0,6.0,2.0,4.0,8.0,7.0,7.0,1.0,2.0,3.0,3.0,3.0,8.0,8.0,9.0,8.0,8.0,25,25,0,0,10.979422,45.86902,90,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5179,2.0,2.0,8.0,7.0,8.0,2.0,2.0,8.0,7.0,8.0,7.0,8.0,6.0,6.0,6.0,3.0,5.0,8.0,5.0,6.0,2.0,6.0,6.0,4.0,8.0,6.0,7.0,3.0,7.0,7.0,2.0,2.0,3.0,3.0,2.0,5.0,7.0,6.0,4.0,3.0,23,25,0,0,15.735794,40.747329,20,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5180,2.0,2.0,2.0,4.0,6.0,6.0,2.0,4.0,7.0,5.0,6.0,6.0,7.0,8.0,6.0,2.0,2.0,1.0,4.0,7.0,6.0,2.0,4.0,7.0,5.0,6.0,6.0,8.0,8.0,6.0,2.0,2.0,3.0,2.0,3.0,7.0,7.0,7.0,6.0,4.0,26,25,1,19,10.780345,43.682216,30,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5181,7.0,6.0,6.0,4.0,4.0,6.0,4.0,6.0,7.0,5.0,5.0,4.0,4.0,4.0,4.0,8.0,8.0,6.0,5.0,8.0,2.0,6.0,5.0,6.0,6.0,6.0,2.0,4.0,6.0,3.0,2.0,2.0,3.0,2.0,2.0,8.0,8.0,7.0,7.0,8.0,24,34,1,82,8.887116,39.052616,80,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5182,6.0,4.0,3.0,8.0,8.0,7.0,3.0,4.0,4.0,5.0,7.0,7.0,8.0,8.0,7.0,6.0,5.0,5.0,7.0,5.0,8.0,6.0,8.0,7.0,6.0,5.0,7.0,6.0,7.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,7.0,5.0,8.0,6.0,32,29,1,14,15.852444,38.077385,60,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5183,4.0,4.0,4.0,8.0,7.0,6.0,2.0,8.0,7.0,4.0,8.0,8.0,7.0,7.0,7.0,3.0,4.0,3.0,8.0,8.0,6.0,2.0,8.0,7.0,4.0,8.0,8.0,8.0,7.0,7.0,2.0,2.0,3.0,2.0,2.0,7.0,7.0,6.0,7.0,6.0,33,29,1,67,17.45362,40.374942,0,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5184,4.0,4.0,8.0,8.0,4.0,7.0,5.0,8.0,6.0,6.0,5.0,7.0,6.0,7.0,5.0,3.0,3.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,6.0,5.0,7.0,6.0,8.0,5.0,2.0,2.0,3.0,3.0,2.0,4.0,6.0,7.0,6.0,3.0,23,32,1,83,12.787927,37.821478,90,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5185,4.0,4.0,3.0,7.0,8.0,8.0,2.0,4.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,4.0,3.0,3.0,7.0,9.0,8.0,2.0,4.0,8.0,6.0,7.0,8.0,8.0,7.0,7.0,2.0,2.0,2.0,3.0,2.0,3.0,6.0,6.0,6.0,6.0,26,27,0,0,15.287048,38.11951,40,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5186,8.0,6.0,6.0,7.0,5.0,6.0,3.0,4.0,7.0,6.0,6.0,6.0,8.0,5.0,4.0,8.0,6.0,8.0,2.0,3.0,2.0,4.0,3.0,2.0,7.0,2.0,7.0,8.0,8.0,6.0,2.0,2.0,3.0,2.0,2.0,5.0,8.0,6.0,7.0,5.0,27,28,1,44,12.072426,43.74308,60,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5187,7.0,5.0,2.0,7.0,6.0,6.0,3.0,2.0,6.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,1.0,6.0,6.0,6.0,3.0,3.0,6.0,8.0,6.0,7.0,8.0,8.0,7.0,1.0,2.0,3.0,3.0,3.0,7.0,8.0,9.0,7.0,7.0,24,36,1,67,15.793857,38.4339,30,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5188,9.0,7.0,8.0,8.0,6.0,7.0,7.0,2.0,6.0,5.0,6.0,7.0,8.0,8.0,7.0,5.0,8.0,3.0,2.0,6.0,8.0,6.0,8.0,2.0,3.0,3.0,7.0,4.0,7.0,4.0,3.0,2.0,2.0,2.0,2.0,8.0,8.0,9.0,7.0,3.0,29,34,0,0,13.369126,43.740484,0,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5189,6.0,5.0,5.0,6.0,5.0,3.0,3.0,6.0,7.0,8.0,7.0,7.0,7.0,5.0,3.0,2.0,4.0,1.0,6.0,3.0,6.0,4.0,6.0,2.0,3.0,5.0,3.0,4.0,3.0,7.0,2.0,2.0,2.0,3.0,2.0,6.0,7.0,5.0,5.0,5.0,25,29,1,40,9.11528,39.45391,10,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5190,7.0,2.0,7.0,7.0,7.0,7.0,2.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,2.0,3.0,8.0,5.0,6.0,3.0,3.0,5.0,7.0,3.0,8.0,4.0,2.0,3.0,6.0,3.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,7.0,6.0,7.0,27,25,1,77,13.071103,46.140537,40,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5191,2.0,2.0,8.0,6.0,7.0,8.0,2.0,2.0,8.0,6.0,7.0,5.0,6.0,3.0,9.0,2.0,2.0,8.0,6.0,8.0,8.0,2.0,3.0,8.0,6.0,7.0,5.0,6.0,3.0,9.0,1.0,2.0,3.0,3.0,3.0,7.0,8.0,6.0,6.0,7.0,34,27,0,0,11.342444,45.577187,40,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5192,9.0,9.0,8.0,4.0,7.0,1.0,6.0,4.0,7.0,6.0,5.0,4.0,7.0,4.0,4.0,5.0,2.0,3.0,2.0,6.0,8.0,2.0,9.0,2.0,8.0,5.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,6.0,6.0,7.0,6.0,7.0,27,38,1,0,12.436248,45.679821,60,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5193,7.0,2.0,3.0,8.0,6.0,4.0,2.0,8.0,7.0,2.0,6.0,8.0,6.0,3.0,3.0,7.0,2.0,3.0,8.0,7.0,4.0,2.0,9.0,6.0,2.0,6.0,8.0,6.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,6.0,8.0,7.0,7.0,8.0,32,25,0,0,16.363507,38.798234,60,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5194,9.0,9.0,6.0,7.0,4.0,4.0,3.0,8.0,3.0,9.0,5.0,8.0,8.0,8.0,4.0,4.0,8.0,3.0,3.0,7.0,8.0,6.0,3.0,1.0,3.0,7.0,5.0,8.0,8.0,7.0,3.0,3.0,1.0,3.0,1.0,7.0,8.0,8.0,7.0,7.0,23,28,0,0,11.027091,43.992457,70,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5195,4.0,4.0,4.0,6.0,6.0,2.0,6.0,8.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0,4.0,3.0,3.0,6.0,6.0,2.0,6.0,8.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,2.0,2.0,3.0,2.0,2.0,5.0,6.0,5.0,5.0,4.0,23,23,1,54,11.261153,46.359769,80,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5196,7.0,4.0,5.0,7.0,6.0,3.0,3.0,7.0,7.0,6.0,4.0,7.0,7.0,7.0,2.0,8.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,3.0,2.0,2.0,3.0,3.0,2.0,6.0,7.0,7.0,6.0,7.0,29,27,0,0,12.366897,45.575461,10,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5197,9.0,8.0,7.0,8.0,6.0,6.0,2.0,6.0,7.0,8.0,7.0,7.0,7.0,5.0,6.0,9.0,8.0,7.0,8.0,6.0,6.0,2.0,6.0,6.0,8.0,7.0,7.0,8.0,6.0,6.0,2.0,3.0,3.0,3.0,1.0,6.0,8.0,7.0,7.0,5.0,27,27,1,86,11.008412,43.530971,10,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5198,5.0,6.0,7.0,6.0,4.0,2.0,2.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,4.0,5.0,6.0,7.0,6.0,4.0,2.0,2.0,8.0,6.0,6.0,6.0,6.0,8.0,6.0,4.0,1.0,2.0,3.0,3.0,3.0,6.0,7.0,8.0,6.0,7.0,23,23,0,0,15.815251,38.017261,50,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5199,2.0,3.0,2.0,8.0,8.0,7.0,2.0,6.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,2.0,2.0,1.0,8.0,8.0,7.0,2.0,7.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,2.0,2.0,3.0,3.0,3.0,6.0,8.0,8.0,5.0,8.0,23,28,0,0,15.416036,38.448772,80,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"he.him,she,her"
5200,4.0,4.0,4.0,8.0,8.0,2.0,2.0,8.0,6.0,9.0,7.0,8.0,2.0,9.0,4.0,4.0,4.0,3.0,3.0,6.0,6.0,7.0,8.0,2.0,5.0,5.0,6.0,4.0,3.0,8.0,3.0,2.0,3.0,1.0,2.0,8.0,8.0,9.0,8.0,8.0,33,29,0,0,12.583809,42.756539,80,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5201,7.0,5.0,7.0,7.0,7.0,7.0,5.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,4.0,8.0,5.0,7.0,6.0,8.0,7.0,5.0,9.0,6.0,8.0,7.0,7.0,6.0,8.0,4.0,2.0,2.0,3.0,2.0,2.0,6.0,8.0,6.0,6.0,8.0,27,42,1,55,10.694222,44.663567,70,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5202,3.0,2.0,2.0,6.0,6.0,3.0,4.0,2.0,10.0,6.0,6.0,6.0,6.0,3.0,2.0,3.0,2.0,2.0,6.0,6.0,3.0,4.0,3.0,10.0,6.0,6.0,6.0,6.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,8.0,8.0,7.0,8.0,27,30,1,43,17.937207,40.186935,90,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5203,8.0,9.0,7.0,7.0,8.0,6.0,4.0,3.0,7.0,6.0,7.0,5.0,6.0,4.0,3.0,8.0,8.0,7.0,7.0,8.0,6.0,4.0,3.0,7.0,6.0,7.0,5.0,7.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,6.0,7.0,7.0,7.0,7.0,27,27,0,0,11.089382,45.437576,10,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5204,7.0,7.0,7.0,7.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,8.0,5.0,5.0,1.0,2.0,7.0,4.0,2.0,7.0,4.0,1.0,3.0,3.0,2.0,2.0,6.0,8.0,8.0,6.0,7.0,26,23,1,95,15.407161,41.644238,40,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5205,4.0,2.0,4.0,7.0,7.0,8.0,2.0,2.0,8.0,6.0,7.0,7.0,7.0,7.0,3.0,3.0,2.0,3.0,7.0,8.0,8.0,2.0,3.0,8.0,6.0,7.0,7.0,8.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,8.0,7.0,6.0,5.0,6.0,24,29,1,82,13.287788,38.024508,60,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5206,7.0,3.0,7.0,7.0,5.0,5.0,3.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,2.0,8.0,2.0,7.0,6.0,5.0,5.0,3.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,2.0,2.0,2.0,3.0,3.0,3.0,8.0,8.0,9.0,8.0,8.0,29,31,0,0,17.06304,40.733215,30,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5207,4.0,2.0,6.0,7.0,7.0,6.0,3.0,8.0,6.0,7.0,7.0,7.0,5.0,7.0,5.0,4.0,2.0,6.0,7.0,8.0,6.0,3.0,8.0,6.0,7.0,7.0,7.0,5.0,7.0,5.0,2.0,2.0,3.0,3.0,2.0,4.0,8.0,6.0,6.0,6.0,25,26,1,82,18.381457,40.251077,100,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5208,9.0,9.0,8.0,4.0,4.0,4.0,6.0,8.0,7.0,6.0,6.0,6.0,7.0,5.0,2.0,3.0,2.0,8.0,4.0,4.0,8.0,6.0,6.0,2.0,3.0,5.0,4.0,4.0,7.0,8.0,2.0,2.0,3.0,3.0,2.0,6.0,8.0,8.0,5.0,8.0,23,23,0,0,15.265141,38.004473,0,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5209,6.0,2.0,4.0,8.0,7.0,4.0,6.0,6.0,7.0,6.0,5.0,8.0,8.0,7.0,4.0,5.0,3.0,3.0,7.0,6.0,2.0,4.0,3.0,2.0,6.0,7.0,7.0,3.0,7.0,4.0,2.0,2.0,3.0,2.0,2.0,6.0,7.0,8.0,7.0,6.0,24,23,0,0,14.43503,41.787646,40,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5210,7.0,4.0,6.0,7.0,6.0,4.0,3.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,2.0,4.0,3.0,6.0,5.0,6.0,2.0,8.0,2.0,7.0,8.0,8.0,5.0,2.0,2.0,3.0,2.0,2.0,6.0,8.0,7.0,6.0,8.0,25,22,0,0,12.687642,42.956645,60,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5211,4.0,2.0,4.0,8.0,6.0,6.0,6.0,4.0,3.0,8.0,6.0,7.0,6.0,8.0,5.0,4.0,2.0,3.0,8.0,6.0,6.0,6.0,4.0,2.0,8.0,6.0,7.0,6.0,8.0,5.0,2.0,2.0,2.0,3.0,2.0,5.0,8.0,7.0,7.0,8.0,25,29,1,26,12.515034,45.338918,10,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5212,7.0,4.0,7.0,7.0,7.0,6.0,2.0,7.0,7.0,6.0,4.0,7.0,8.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,2.0,3.0,4.0,2.0,2.0,7.0,2.0,8.0,2.0,6.0,2.0,2.0,5.0,1.0,2.0,7.0,7.0,6.0,5.0,6.0,29,30,1,19,10.971779,43.996391,30,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5213,7.0,7.0,6.0,5.0,6.0,8.0,3.0,6.0,6.0,3.0,7.0,7.0,7.0,4.0,2.0,8.0,6.0,6.0,5.0,6.0,8.0,3.0,7.0,6.0,3.0,7.0,7.0,8.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,4.0,8.0,7.0,5.0,6.0,34,27,1,60,10.663371,43.47541,30,1,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5214,7.0,6.0,8.0,7.0,5.0,8.0,7.0,8.0,8.0,2.0,4.0,4.0,4.0,5.0,2.0,2.0,5.0,5.0,3.0,6.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,6.0,7.0,7.0,2.0,2.0,3.0,3.0,2.0,8.0,7.0,9.0,8.0,7.0,27,26,1,92,12.842934,46.089952,0,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5215,7.0,2.0,5.0,4.0,6.0,5.0,4.0,3.0,8.0,3.0,6.0,8.0,7.0,3.0,3.0,8.0,2.0,4.0,4.0,6.0,5.0,4.0,3.0,8.0,3.0,6.0,8.0,8.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,8.0,4.0,6.0,5.0,25,28,0,0,17.798709,40.815565,40,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5216,9.0,7.0,7.0,7.0,4.0,5.0,4.0,6.0,2.0,7.0,2.0,4.0,7.0,5.0,9.0,9.0,7.0,7.0,6.0,4.0,5.0,4.0,7.0,1.0,7.0,2.0,4.0,8.0,6.0,9.0,2.0,3.0,3.0,2.0,2.0,7.0,7.0,8.0,7.0,7.0,22,21,1,8,10.780041,43.685545,80,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5217,7.0,6.0,6.0,7.0,6.0,4.0,6.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,4.0,8.0,6.0,5.0,7.0,6.0,4.0,6.0,8.0,7.0,8.0,6.0,7.0,6.0,8.0,4.0,2.0,2.0,3.0,2.0,2.0,8.0,8.0,7.0,8.0,8.0,24,23,0,0,10.61342,43.962256,60,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5218,4.0,3.0,6.0,5.0,7.0,7.0,5.0,6.0,7.0,5.0,8.0,8.0,6.0,5.0,9.0,3.0,4.0,6.0,2.0,3.0,7.0,3.0,8.0,3.0,6.0,2.0,2.0,5.0,8.0,4.0,1.0,2.0,3.0,3.0,3.0,6.0,8.0,6.0,7.0,8.0,27,29,0,0,12.712831,37.928736,0,0,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5219,2.0,2.0,2.0,7.0,8.0,7.0,2.0,8.0,7.0,6.0,8.0,7.0,7.0,5.0,5.0,2.0,2.0,1.0,6.0,9.0,7.0,2.0,9.0,7.0,6.0,8.0,7.0,8.0,6.0,5.0,2.0,2.0,3.0,3.0,2.0,6.0,7.0,7.0,5.0,6.0,27,26,1,5,15.50283,41.323002,0,1,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5220,7.0,8.0,6.0,6.0,6.0,2.0,3.0,7.0,6.0,7.0,5.0,6.0,6.0,8.0,5.0,2.0,6.0,7.0,2.0,6.0,6.0,6.0,3.0,6.0,5.0,3.0,3.0,4.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,5.0,8.0,7.0,5.0,7.0,22,24,0,0,15.402554,38.460409,50,0,2,"she,her","[0.0, 1.0, 0.0]",0,1,0,"she,her"
5221,9.0,5.0,8.0,4.0,1.0,5.0,4.0,2.0,7.0,7.0,2.0,1.0,1.0,3.0,2.0,9.0,5.0,8.0,4.0,1.0,5.0,4.0,2.0,6.0,7.0,2.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,6.0,8.0,7.0,6.0,7.0,29,24,1,70,10.503696,43.622059,20,1,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5222,4.0,2.0,4.0,7.0,7.0,5.0,4.0,7.0,8.0,6.0,7.0,8.0,8.0,7.0,2.0,4.0,8.0,3.0,5.0,3.0,7.0,7.0,3.0,2.0,6.0,4.0,2.0,3.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,6.0,8.0,7.0,8.0,7.0,27,23,1,52,15.844038,37.994104,90,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5223,7.0,4.0,6.0,7.0,8.0,6.0,4.0,3.0,7.0,6.0,6.0,8.0,8.0,7.0,7.0,2.0,6.0,4.0,7.0,6.0,2.0,4.0,3.0,4.0,5.0,6.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,8.0,7.0,5.0,7.0,24,21,1,99,8.760438,45.702886,40,0,1,"he,him","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5224,7.0,4.0,6.0,6.0,4.0,5.0,5.0,8.0,7.0,8.0,6.0,8.0,6.0,7.0,4.0,8.0,2.0,8.0,6.0,6.0,4.0,5.0,8.0,2.0,2.0,5.0,6.0,6.0,6.0,8.0,2.0,2.0,2.0,2.0,2.0,6.0,8.0,6.0,6.0,5.0,25,21,1,97,13.520945,37.903162,0,0,2,"she,her","[1.0, 0.0, 0.0]",1,0,0,"he,him"
5225,3.0,4.0,2.0,7.0,6.0,4.0,7.0,3.0,7.0,8.0,6.0,7.0,5.0,5.0,4.0,3.0,4.0,2.0,7.0,6.0,4.0,7.0,3.0,7.0,8.0,6.0,7.0,5.0,6.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,6.0,2.0,7.0,2.0,22,34,0,0,12.013775,43.610428,70,1,1,"he,him","[0.0, 1.0, 0.0]",0,1,0,"she,her"
